gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.29,1537.55,No
Male,0,No,Yes,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,88.26,740.05,No
Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.61,4386.79,Yes
Female,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),68.91,1700.59,No
Female,0,No,No,33,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.84,2747.89,Yes
Female,0,Yes,No,19,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),62.25,1156.97,No
Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),93.83,186.26,Yes
Female,1,No,No,55,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,82.2,4501.33,Yes
Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,83.41,866.12,Yes
Female,0,Yes,No,17,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,69.42,1146.29,Yes
Female,0,No,No,42,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,64.82,2716.22,No
Female,0,No,Yes,61,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,62.4,3788.67,No
Male,0,Yes,No,3,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,66.72,171.91,No
Female,0,No,No,35,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.05,2184.41,Yes
Female,0,No,No,66,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.4,5200.27,Yes
Male,0,No,No,1,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,74.34,72.78,No
Female,0,Yes,No,7,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),51.9,285.59,Yes
Male,1,No,Yes,20,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.64,1576.33,No
Female,0,Yes,Yes,43,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.04,2888.8,No
Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),88.31,539.93,No
Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.12,4752.74,No
Female,0,No,No,21,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),58.8,1151.85,Yes
Male,0,No,No,51,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,62.57,3169.29,Yes
Male,0,Yes,No,46,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.72,3624.56,No
Male,0,No,No,35,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),55.32,1961.15,No
Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.18,172.44,Yes
Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.16,6359.84,Yes
Male,0,No,No,16,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,67.8,1073.68,No
Female,1,No,No,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,85.73,5784.83,No
Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),76.91,5448.33,No
Male,0,No,Yes,64,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,50.64,3287.03,Yes
Female,0,Yes,No,2,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,53.93,99.51,No
Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.38,96.68,Yes
Female,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.67,1267.23,No
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,89.93,99.37,Yes
Female,0,Yes,No,7,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),76.7,478.29,No
Female,0,No,No,69,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),64.37,4392.49,No
Female,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,91.85,1715.57,No
Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,85.69,2632.59,No
Male,0,No,Yes,45,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),81.31,3621.49,No
Female,0,No,No,33,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,78.82,2745.29,Yes
Male,0,No,No,49,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),65.89,3211.07,No
Male,1,No,Yes,33,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),89.96,2984.87,No
Male,1,No,Yes,71,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),54.27,3814.37,No
Female,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.67,1767.87,No
Female,0,No,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.11,741.18,No
Male,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.61,1498.55,No
Female,1,Yes,No,44,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,69.13,3046.18,No
Male,1,No,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.35,4967.32,No
Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,88.34,856.86,Yes
Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.65,289.44,No
Male,0,Yes,Yes,36,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.04,3375.14,No
Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),70.33,2319.59,No
Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),90.59,1656.95,Yes
Female,1,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Mailed check,93.67,1547.17,No
Male,0,No,No,37,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.87,2569.55,No
Female,0,Yes,No,41,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,58.14,2417.29,No
Male,1,Yes,No,25,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,55.85,1449.69,No
Female,0,Yes,Yes,8,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),46.47,470.73,No
Male,0,Yes,Yes,18,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.03,1207.2,No
Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.36,1481.72,No
Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,95.6,4563.32,No
Female,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.03,2053.81,No
Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),97.86,6563.35,No
Female,0,No,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,363.46,No
Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),77.18,1403.28,No
Male,0,No,Yes,56,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,66.64,3746.15,Yes
Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,97.01,2238.11,Yes
Female,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.9,3236.07,No
Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.65,525.39,No
Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.14,653.76,No
Male,0,No,Yes,61,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),92.79,5535.51,No
Female,0,Yes,No,15,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,84.66,1211.2,No
Male,0,Yes,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.7,635.35,No
Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.37,969.01,Yes
Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,57.71,313.33,Yes
Female,1,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.97,5669.13,Yes
Male,0,No,No,71,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,79.11,5575.56,No
Female,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),93.73,2545.31,No
Female,0,No,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,843.82,No
Male,0,Yes,No,35,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,68.01,2394.62,No
Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.56,1968.56,No
Female,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.53,514.06,Yes
Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,82.99,1113.29,Yes
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,95.87,193.81,Yes
Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.11,2179.63,Yes
Female,0,Yes,No,66,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,101.88,6747.6,No
Male,0,No,No,64,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,85.25,5443.4,No
Female,1,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.25,625.87,No
Male,0,No,No,36,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),47.71,1689.35,No
Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),83.77,478.35,No
Male,0,No,Yes,11,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,58.25,649.78,No
Female,0,No,No,38,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),89.52,3342.19,No
Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),85.35,2912.73,No
Male,0,No,No,67,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,63.78,4237.99,No
Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.81,3946.24,Yes
Female,0,Yes,No,29,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,62.54,1858.15,Yes
Female,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.69,5702.27,No
Female,0,No,No,54,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.29,4940.25,Yes
Female,1,Yes,No,69,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,62.92,4353.32,Yes
Female,0,No,No,9,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),56.53,485.41,No
Male,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.81,959.46,Yes
Female,0,No,No,68,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),82.02,5658.89,Yes
Female,0,Yes,No,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),71.99,4186.24,No
Female,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),82.89,4375.09,No
Male,0,Yes,No,34,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),55.45,1889.65,No
Female,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.51,3236.31,No
Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),81.58,2698.93,No
Male,0,Yes,No,72,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,62.72,4497.29,No
Female,0,No,No,32,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),55.93,1879.83,No
Male,1,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,87.07,4844.28,Yes
Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,47.91,339.69,No
Male,0,Yes,No,46,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,60.1,2781.06,No
Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),85.51,1204.87,Yes
Male,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,95.43,794.27,Yes
Female,0,No,No,71,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,62.68,4444.17,No
Male,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),92.76,4970.1,No
Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),88.16,1802.46,Yes
Female,0,Yes,Yes,14,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),90.04,1241.0,Yes
Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),96.23,218.89,No
Female,0,Yes,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.16,1199.64,No
Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),72.71,1319.37,No
Female,0,No,Yes,48,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),58.75,2686.8,No
Male,0,No,No,8,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,52.81,506.78,No
Male,0,Yes,Yes,56,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.54,3229.21,No
Male,0,Yes,Yes,17,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,60.77,1062.93,Yes
Female,0,No,No,69,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),56.04,3885.22,No
Male,1,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,82.32,938.31,No
Male,0,Yes,No,38,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),53.52,2045.98,No
Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,90.72,1602.64,No
Female,0,No,No,26,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.87,2375.2,Yes
Female,0,No,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,606.41,No
Male,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),83.91,5899.38,No
Male,1,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,86.77,3600.84,Yes
Male,1,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.87,751.9,No
Male,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.1,932.63,No
Female,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,86.38,4021.06,Yes
Female,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),85.95,1122.21,No
Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.43,141.67,Yes
Female,1,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,85.93,1481.71,Yes
Male,0,No,No,55,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),78.13,4329.07,No
Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),63.88,3424.59,No
Male,1,Yes,No,31,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.75,1956.31,Yes
Female,0,Yes,No,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,78.38,4778.45,No
Male,0,No,No,8,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),52.52,402.02,Yes
Female,1,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),88.27,2698.05,Yes
Female,0,No,Yes,66,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.08,4411.03,No
Male,0,Yes,No,45,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,87.94,3963.28,Yes
Male,0,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,372.92,No
Male,0,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),88.7,4049.67,No
Female,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,436.01,No
Male,0,Yes,No,68,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,60.31,4102.35,No
Female,1,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.83,1024.26,Yes
Male,0,Yes,No,25,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),64.85,1618.4,Yes
Female,0,No,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.0,657.11,Yes
Female,0,Yes,Yes,36,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,50.92,1830.17,No
Male,0,No,Yes,68,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,83.44,5643.9,No
Female,0,No,No,56,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,64.44,3659.91,Yes
Female,0,Yes,Yes,39,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),95.45,3686.01,No
Male,0,No,No,63,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,63.52,4088.96,No
Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),95.2,515.73,Yes
Male,0,No,Yes,58,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,88.32,5120.54,No
Female,0,No,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.59,1260.92,No
Male,0,Yes,No,48,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),81.83,3873.6,Yes
Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),88.62,398.21,Yes
Female,0,Yes,No,36,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.79,1820.46,Yes
Female,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,96.72,2452.48,No
